Specialty	Year	Class	Name	Value
Neurology	2013	PGY1	MD Senior Matches	172
Neurology	2013	PGY1	Total Matches	345
Neurology	2014	PGY1	Positions Offered	380
Neurology	2014	PGY1	MD Senior Applicants	403
Neurology	2014	PGY1	Total Applicants	952
Neurology	2014	PGY1	MD Senior Matches	192
Neurology	2014	PGY1	Total Matches	373
Neurology	2015	PGY1	Positions Offered	404
Neurology	2015	PGY1	MD Senior Applicants	435
Neurology	2015	PGY1	Total Applicants	990
Neurology	2015	PGY1	MD Senior Matches	222
Neurology	2015	PGY1	Total Matches	396
Neurology	2016	PGY1	Positions Offered	443
Neurology	2016	PGY1	MD Senior Applicants	465
Neurology	2016	PGY1	Total Applicants	1084
Neurology	2016	PGY1	MD Senior Matches	236
Neurology	2016	PGY1	Total Matches	440
Neurology	2017	PGY1	Positions Offered	492
Neurology	2017	PGY1	MD Senior Applicants	451
Neurology	2017	PGY1	Total Applicants	1062
Neurology	2017	PGY1	MD Senior Matches	249
Neurology	2017	PGY1	Total Matches	479
Neurology	2018	PGY1	Positions Offered	552
Neurology	2018	PGY1	MD Senior Applicants	501
Neurology	2018	PGY1	Total Applicants	1143
Neurology	2018	PGY1	MD Senior Matches	280
Neurology	2018	PGY1	Total Matches	539
Neurology	2019	PGY1	Positions Offered	617
Neurology	2019	PGY1	MD Senior Applicants	484
Neurology	2019	PGY1	Total Applicants	1152
Neurology	2019	PGY1	MD Senior Matches	284
Neurology	2019	PGY1	Total Matches	594
Neurology	2020	PGY1	Positions Offered	682
Neurology	2020	PGY1	MD Senior Applicants	490
Neurology	2020	PGY1	Total Applicants	1226
Neurology	2020	PGY1	MD Senior Matches	317
Neurology	2020	PGY1	Total Matches	665
Neurology	2021	PGY1	Positions Offered	715
Neurology	2021	PGY1	MD Senior Applicants	562
Neurology	2021	PGY1	Total Applicants	1441
Neurology	2021	PGY1	MD Senior Matches	358
Neurology	2021	PGY1	Total Matches	702
Neurology	2022	PGY1	Positions Offered	772
Neurology	2022	PGY1	MD Senior Applicants	593
Neurology	2022	PGY1	Total Applicants	1463
Neurology	2022	PGY1	MD Senior Matches	393
Neurology	2022	PGY1	Total Matches	761
Neurology	2012	PGY2	Positions Offered	346
Neurology	2012	PGY2	MD Senior Applicants	364
Neurology	2012	PGY2	Total Applicants	766
Neurology	2012	PGY2	MD Senior Matches	181
Neurology	2012	PGY2	Total Matches	326
Neurology	2013	PGY2	Positions Offered	331
Neurology	2013	PGY2	MD Senior Applicants	365
Neurology	2013	PGY2	Total Applicants	817
Neurology	2013	PGY2	MD Senior Matches	189
Neurology	2013	PGY2	Total Matches	320
Neurology	2014	PGY2	Positions Offered	320
Neurology	2014	PGY2	MD Senior Applicants	389
Neurology	2014	PGY2	Total Applicants	803
Neurology	2014	PGY2	MD Senior Matches	195
Neurology	2014	PGY2	Total Matches	308
Neurology	2015	PGY2	Positions Offered	313
Neurology	2015	PGY2	MD Senior Applicants	397
Neurology	2015	PGY2	Total Applicants	813
Neurology	2015	PGY2	MD Senior Matches	190
Neurology	2015	PGY2	Total Matches	304
Neurology	2016	PGY2	Positions Offered	304
Neurology	2016	PGY2	MD Senior Applicants	436
Neurology	2016	PGY2	Total Applicants	877
Neurology	2016	PGY2	MD Senior Matches	201
Neurology	2016	PGY2	Total Matches	298
Neurology	2017	PGY2	Positions Offered	294
Neurology	2017	PGY2	MD Senior Applicants	394
Neurology	2017	PGY2	Total Applicants	819
Neurology	2017	PGY2	MD Senior Matches	185
Neurology	2017	PGY2	Total Matches	284
Neurology	2018	PGY2	Positions Offered	287
Neurology	2018	PGY2	MD Senior Applicants	430
Neurology	2018	PGY2	Total Applicants	928
Neurology	2018	PGY2	MD Senior Matches	190
Neurology	2018	PGY2	Total Matches	283
Neurology	2019	PGY2	Positions Offered	281
Neurology	2019	PGY2	MD Senior Applicants	417
Neurology	2019	PGY2	Total Applicants	867
Neurology	2019	PGY2	MD Senior Matches	175
Neurology	2019	PGY2	Total Matches	266
Neurology	2020	PGY2	Positions Offered	244
Neurology	2020	PGY2	MD Senior Applicants	413
Neurology	2020	PGY2	Total Applicants	813
Neurology	2020	PGY2	MD Senior Matches	148
Neurology	2020	PGY2	Total Matches	240
Neurology	2021	PGY2	Positions Offered	254
Neurology	2021	PGY2	MD Senior Applicants	467
Neurology	2021	PGY2	Total Applicants	951
Neurology	2021	PGY2	MD Senior Matches	167
Neurology	2021	PGY2	Total Matches	253
Neurology	2022	PGY2	Positions Offered	233
Neurology	2022	PGY2	MD Senior Applicants	465
Neurology	2022	PGY2	Total Applicants	928
Neurology	2022	PGY2	MD Senior Matches	165
Neurology	2022	PGY2	Total Matches	232
Nuclear Medicine	2013	PGY1	Positions Offered	1
Nuclear Medicine	2013	PGY1	MD Senior Applicants	0
Nuclear Medicine	2013	PGY1	Total Applicants	2
Nuclear Medicine	2013	PGY1	MD Senior Matches	0
Nuclear Medicine	2013	PGY1	Total Matches	0
Nuclear Medicine	2012	PGY2	Positions Offered	4
Nuclear Medicine	2012	PGY2	MD Senior Applicants	1
Nuclear Medicine	2012	PGY2	Total Applicants	13
Nuclear Medicine	2012	PGY2	MD Senior Matches	0
Nuclear Medicine	2012	PGY2	Total Matches	3
Nuclear Medicine	2013	PGY2	Positions Offered	5
Nuclear Medicine	2013	PGY2	MD Senior Applicants	0
Nuclear Medicine	2013	PGY2	Total Applicants	9
Nuclear Medicine	2013	PGY2	MD Senior Matches	0
Nuclear Medicine	2013	PGY2	Total Matches	3
Nuclear Medicine	2014	PGY2	Positions Offered	4
Nuclear Medicine	2014	PGY2	MD Senior Applicants	0
Nuclear Medicine	2014	PGY2	Total Applicants	2
Nuclear Medicine	2014	PGY2	MD Senior Matches	0
Nuclear Medicine	2014	PGY2	Total Matches	2
Nuclear Medicine	2015	PGY2	Positions Offered	3
Nuclear Medicine	2015	PGY2	MD Senior Applicants	0
Nuclear Medicine	2015	PGY2	Total Applicants	6
Nuclear Medicine	2015	PGY2	MD Senior Matches	0
Nuclear Medicine	2015	PGY2	Total Matches	1
Nuclear Medicine	2016	PGY2	Positions Offered	3
Nuclear Medicine	2016	PGY2	MD Senior Applicants	0
Nuclear Medicine	2016	PGY2	Total Applicants	5
Nuclear Medicine	2016	PGY2	MD Senior Matches	0
Nuclear Medicine	2016	PGY2	Total Matches	1
Nuclear Medicine	2017	PGY2	Positions Offered	4
Nuclear Medicine	2017	PGY2	MD Senior Applicants	0
Nuclear Medicine	2017	PGY2	Total Applicants	12
Nuclear Medicine	2017	PGY2	MD Senior Matches	0
Nuclear Medicine	2017	PGY2	Total Matches	4
Nuclear Medicine	2018	PGY2	Positions Offered	3
Nuclear Medicine	2018	PGY2	MD Senior Applicants	0
Nuclear Medicine	2018	PGY2	Total Applicants	8
Nuclear Medicine	2018	PGY2	MD Senior Matches	0
Nuclear Medicine	2018	PGY2	Total Matches	3
Nuclear Medicine	2020	PGY2	Positions Offered	1
Nuclear Medicine	2020	PGY2	MD Senior Applicants	1
Nuclear Medicine	2020	PGY2	Total Applicants	3
Nuclear Medicine	2020	PGY2	MD Senior Matches	0
Nuclear Medicine	2020	PGY2	Total Matches	0
Nuclear Medicine	2021	PGY2	Positions Offered	1
Nuclear Medicine	2021	PGY2	MD Senior Applicants	0
Nuclear Medicine	2021	PGY2	Total Applicants	2
Nuclear Medicine	2021	PGY2	MD Senior Matches	0
Nuclear Medicine	2021	PGY2	Total Matches	0
Nuclear Medicine	2022	PGY2	Positions Offered	1
Nuclear Medicine	2022	PGY2	MD Senior Applicants	0
Nuclear Medicine	2022	PGY2	Total Applicants	0
Nuclear Medicine	2022	PGY2	MD Senior Matches	0
Nuclear Medicine	2022	PGY2	Total Matches	0
OB/GYN-Preliminary (PGY-1 Only)	2014	PGY1	Positions Offered	22
OB/GYN-Preliminary (PGY-1 Only)	2014	PGY1	MD Senior Applicants	51
OB/GYN-Preliminary (PGY-1 Only)	2014	PGY1	Total Applicants	145
OB/GYN-Preliminary (PGY-1 Only)	2014	PGY1	MD Senior Matches	4
OB/GYN-Preliminary (PGY-1 Only)	2014	PGY1	Total Matches	13
OB/GYN-Preliminary (PGY-1 Only)	2015	PGY1	Positions Offered	21
OB/GYN-Preliminary (PGY-1 Only)	2015	PGY1	MD Senior Applicants	56
OB/GYN-Preliminary (PGY-1 Only)	2015	PGY1	Total Applicants	136
OB/GYN-Preliminary (PGY-1 Only)	2015	PGY1	MD Senior Matches	3
OB/GYN-Preliminary (PGY-1 Only)	2015	PGY1	Total Matches	14
OB/GYN-Preliminary (PGY-1 Only)	2016	PGY1	Positions Offered	22
OB/GYN-Preliminary (PGY-1 Only)	2016	PGY1	MD Senior Applicants	95
OB/GYN-Preliminary (PGY-1 Only)	2016	PGY1	Total Applicants	199
OB/GYN-Preliminary (PGY-1 Only)	2016	PGY1	MD Senior Matches	4
OB/GYN-Preliminary (PGY-1 Only)	2016	PGY1	Total Matches	11
OB/GYN-Preliminary (PGY-1 Only)	2017	PGY1	Positions Offered	23
OB/GYN-Preliminary (PGY-1 Only)	2017	PGY1	MD Senior Applicants	142
OB/GYN-Preliminary (PGY-1 Only)	2017	PGY1	Total Applicants	202
OB/GYN-Preliminary (PGY-1 Only)	2017	PGY1	MD Senior Matches	6
OB/GYN-Preliminary (PGY-1 Only)	2017	PGY1	Total Matches	14
OB/GYN-Preliminary (PGY-1 Only)	2018	PGY1	Positions Offered	21
OB/GYN-Preliminary (PGY-1 Only)	2018	PGY1	MD Senior Applicants	159
OB/GYN-Preliminary (PGY-1 Only)	2018	PGY1	Total Applicants	245
OB/GYN-Preliminary (PGY-1 Only)	2018	PGY1	MD Senior Matches	6
OB/GYN-Preliminary (PGY-1 Only)	2018	PGY1	Total Matches	11
OB/GYN-Preliminary (PGY-1 Only)	2019	PGY1	Positions Offered	18
OB/GYN-Preliminary (PGY-1 Only)	2019	PGY1	MD Senior Applicants	162
OB/GYN-Preliminary (PGY-1 Only)	2019	PGY1	Total Applicants	214
OB/GYN-Preliminary (PGY-1 Only)	2019	PGY1	MD Senior Matches	4
OB/GYN-Preliminary (PGY-1 Only)	2019	PGY1	Total Matches	9
OB/GYN-Preliminary (PGY-1 Only)	2020	PGY1	Positions Offered	18
OB/GYN-Preliminary (PGY-1 Only)	2020	PGY1	MD Senior Applicants	147
OB/GYN-Preliminary (PGY-1 Only)	2020	PGY1	Total Applicants	211
OB/GYN-Preliminary (PGY-1 Only)	2020	PGY1	MD Senior Matches	3
OB/GYN-Preliminary (PGY-1 Only)	2020	PGY1	Total Matches	9
OB/GYN-Preliminary (PGY-1 Only)	2021	PGY1	Positions Offered	18
OB/GYN-Preliminary (PGY-1 Only)	2021	PGY1	MD Senior Applicants	132
OB/GYN-Preliminary (PGY-1 Only)	2021	PGY1	Total Applicants	195
OB/GYN-Preliminary (PGY-1 Only)	2021	PGY1	MD Senior Matches	6
OB/GYN-Preliminary (PGY-1 Only)	2021	PGY1	Total Matches	12
OB/GYN-Preliminary (PGY-1 Only)	2022	PGY1	Positions Offered	18
OB/GYN-Preliminary (PGY-1 Only)	2022	PGY1	MD Senior Applicants	99
OB/GYN-Preliminary (PGY-1 Only)	2022	PGY1	Total Applicants	169
OB/GYN-Preliminary (PGY-1 Only)	2022	PGY1	MD Senior Matches	4
OB/GYN-Preliminary (PGY-1 Only)	2022	PGY1	Total Matches	9
Obstetrics-Gynecology	2012	PGY1	Positions Offered	1240
Obstetrics-Gynecology	2012	PGY1	MD Senior Applicants	977
Obstetrics-Gynecology	2012	PGY1	Total Applicants	1723
Obstetrics-Gynecology	2012	PGY1	MD Senior Matches	913
Obstetrics-Gynecology	2012	PGY1	Total Matches	1223
Obstetrics-Gynecology	2013	PGY1	Positions Offered	1259
Obstetrics-Gynecology	2013	PGY1	MD Senior Applicants	1059
Obstetrics-Gynecology	2013	PGY1	Total Applicants	1783
Obstetrics-Gynecology	2013	PGY1	MD Senior Matches	944
Obstetrics-Gynecology	2013	PGY1	Total Matches	1248
Obstetrics-Gynecology	2014	PGY1	Positions Offered	1242
Obstetrics-Gynecology	2014	PGY1	MD Senior Applicants	1073
Obstetrics-Gynecology	2014	PGY1	Total Applicants	1798
Obstetrics-Gynecology	2014	PGY1	MD Senior Matches	950
Obstetrics-Gynecology	2014	PGY1	Total Matches	1234
Obstetrics-Gynecology	2015	PGY1	Positions Offered	1255
Obstetrics-Gynecology	2015	PGY1	MD Senior Applicants	1173
Obstetrics-Gynecology	2015	PGY1	Total Applicants	1823
Obstetrics-Gynecology	2015	PGY1	MD Senior Matches	1002
Obstetrics-Gynecology	2015	PGY1	Total Matches	1255
Obstetrics-Gynecology	2016	PGY1	Positions Offered	1265
Obstetrics-Gynecology	2016	PGY1	MD Senior Applicants	1111
Obstetrics-Gynecology	2016	PGY1	Total Applicants	1755
Obstetrics-Gynecology	2016	PGY1	MD Senior Matches	981
Obstetrics-Gynecology	2016	PGY1	Total Matches	1257
Obstetrics-Gynecology	2017	PGY1	Positions Offered	1288
Obstetrics-Gynecology	2017	PGY1	MD Senior Applicants	1202
Obstetrics-Gynecology	2017	PGY1	Total Applicants	1753
Obstetrics-Gynecology	2017	PGY1	MD Senior Matches	1049
Obstetrics-Gynecology	2017	PGY1	Total Matches	1288
Obstetrics-Gynecology	2018	PGY1	Positions Offered	1336
Obstetrics-Gynecology	2018	PGY1	MD Senior Applicants	1228
Obstetrics-Gynecology	2018	PGY1	Total Applicants	1879
Obstetrics-Gynecology	2018	PGY1	MD Senior Matches	1051
Obstetrics-Gynecology	2018	PGY1	Total Matches	1330
Obstetrics-Gynecology	2019	PGY1	Positions Offered	1395
Obstetrics-Gynecology	2019	PGY1	MD Senior Applicants	1284
Obstetrics-Gynecology	2019	PGY1	Total Applicants	2026
Obstetrics-Gynecology	2019	PGY1	MD Senior Matches	1049
Obstetrics-Gynecology	2019	PGY1	Total Matches	1392
Obstetrics-Gynecology	2020	PGY1	Positions Offered	1443
Obstetrics-Gynecology	2020	PGY1	MD Senior Applicants	1292
Obstetrics-Gynecology	2020	PGY1	Total Applicants	2014
Obstetrics-Gynecology	2020	PGY1	MD Senior Matches	1089
Obstetrics-Gynecology	2020	PGY1	Total Matches	1440
Obstetrics-Gynecology	2021	PGY1	Positions Offered	1460
Obstetrics-Gynecology	2021	PGY1	MD Senior Applicants	1292
Obstetrics-Gynecology	2021	PGY1	Total Applicants	2030
Obstetrics-Gynecology	2021	PGY1	MD Senior Matches	1088
Obstetrics-Gynecology	2021	PGY1	Total Matches	1457
Obstetrics-Gynecology	2022	PGY1	Positions Offered	1503
Obstetrics-Gynecology	2022	PGY1	MD Senior Applicants	1358
Obstetrics-Gynecology	2022	PGY1	Total Applicants	2161
Obstetrics-Gynecology	2022	PGY1	MD Senior Matches	1106
Obstetrics-Gynecology	2022	PGY1	Total Matches	1499
Orthopedic Surgery	2012	PGY1	Positions Offered	682
Orthopedic Surgery	2012	PGY1	MD Senior Applicants	845
Orthopedic Surgery	2012	PGY1	Total Applicants	1046
Orthopedic Surgery	2012	PGY1	MD Senior Matches	641
Orthopedic Surgery	2012	PGY1	Total Matches	682
Orthopedic Surgery	2013	PGY1	Positions Offered	693
Orthopedic Surgery	2013	PGY1	MD Senior Applicants	833
Orthopedic Surgery	2013	PGY1	Total Applicants	1038
Orthopedic Surgery	2013	PGY1	MD Senior Matches	636
Orthopedic Surgery	2013	PGY1	Total Matches	692
Orthopedic Surgery	2014	PGY1	Positions Offered	695
Orthopedic Surgery	2014	PGY1	MD Senior Applicants	853
Orthopedic Surgery	2014	PGY1	Total Applicants	1032
Orthopedic Surgery	2014	PGY1	MD Senior Matches	649
Orthopedic Surgery	2014	PGY1	Total Matches	693
Orthopedic Surgery	2015	PGY1	Positions Offered	703
Orthopedic Surgery	2015	PGY1	MD Senior Applicants	885
Orthopedic Surgery	2015	PGY1	Total Applicants	1062
Orthopedic Surgery	2015	PGY1	MD Senior Matches	663
Orthopedic Surgery	2015	PGY1	Total Matches	703
Orthopedic Surgery	2016	PGY1	Positions Offered	717
Orthopedic Surgery	2016	PGY1	MD Senior Applicants	874
Orthopedic Surgery	2016	PGY1	Total Applicants	1058
Orthopedic Surgery	2016	PGY1	MD Senior Matches	650
Orthopedic Surgery	2016	PGY1	Total Matches	717
Orthopedic Surgery	2017	PGY1	Positions Offered	727
Orthopedic Surgery	2017	PGY1	MD Senior Applicants	845
Orthopedic Surgery	2017	PGY1	Total Applicants	1013
Orthopedic Surgery	2017	PGY1	MD Senior Matches	668
Orthopedic Surgery	2017	PGY1	Total Matches	726
Orthopedic Surgery	2018	PGY1	Positions Offered	742
Orthopedic Surgery	2018	PGY1	MD Senior Applicants	849
Orthopedic Surgery	2018	PGY1	Total Applicants	1017
Orthopedic Surgery	2018	PGY1	MD Senior Matches	691
Orthopedic Surgery	2018	PGY1	Total Matches	738
Orthopedic Surgery	2019	PGY1	Positions Offered	755
Orthopedic Surgery	2019	PGY1	MD Senior Applicants	830
Orthopedic Surgery	2019	PGY1	Total Applicants	1037
Orthopedic Surgery	2019	PGY1	MD Senior Matches	693
Orthopedic Surgery	2019	PGY1	Total Matches	752
Orthopedic Surgery	2020	PGY1	Positions Offered	849
Orthopedic Surgery	2020	PGY1	MD Senior Applicants	867
Orthopedic Surgery	2020	PGY1	Total Applicants	1192
Orthopedic Surgery	2020	PGY1	MD Senior Matches	686
Orthopedic Surgery	2020	PGY1	Total Matches	844
Orthopedic Surgery	2021	PGY1	Positions Offered	868
Orthopedic Surgery	2021	PGY1	MD Senior Applicants	934
Orthopedic Surgery	2021	PGY1	Total Applicants	1289
Orthopedic Surgery	2021	PGY1	MD Senior Matches	699
Orthopedic Surgery	2021	PGY1	Total Matches	866
Orthopedic Surgery	2022	PGY1	Positions Offered	875
Orthopedic Surgery	2022	PGY1	MD Senior Applicants	1086
Orthopedic Surgery	2022	PGY1	Total Applicants	1470
Orthopedic Surgery	2022	PGY1	MD Senior Matches	705
Orthopedic Surgery	2022	PGY1	Total Matches	875
Osteo Neuromusculoskeletal Med	2018	PGY1	Positions Offered	2
Osteo Neuromusculoskeletal Med	2018	PGY1	MD Senior Applicants	0
Osteo Neuromusculoskeletal Med	2018	PGY1	Total Applicants	5
Osteo Neuromusculoskeletal Med	2018	PGY1	MD Senior Matches	0
Osteo Neuromusculoskeletal Med	2018	PGY1	Total Matches	2
Osteo Neuromusculoskeletal Med	2019	PGY1	Positions Offered	2
Osteo Neuromusculoskeletal Med	2019	PGY1	MD Senior Applicants	0
Osteo Neuromusculoskeletal Med	2019	PGY1	Total Applicants	3
Osteo Neuromusculoskeletal Med	2019	PGY1	MD Senior Matches	0
Osteo Neuromusculoskeletal Med	2019	PGY1	Total Matches	0
Osteo Neuromusculoskeletal Med	2020	PGY1	Positions Offered	10
Osteo Neuromusculoskeletal Med	2020	PGY1	MD Senior Applicants	0
Osteo Neuromusculoskeletal Med	2020	PGY1	Total Applicants	18
Osteo Neuromusculoskeletal Med	2020	PGY1	MD Senior Matches	0
Osteo Neuromusculoskeletal Med	2020	PGY1	Total Matches	8
Osteo Neuromusculoskeletal Med	2021	PGY1	Positions Offered	12
Osteo Neuromusculoskeletal Med	2021	PGY1	MD Senior Applicants	0
Osteo Neuromusculoskeletal Med	2021	PGY1	Total Applicants	18
Osteo Neuromusculoskeletal Med	2021	PGY1	MD Senior Matches	0
Osteo Neuromusculoskeletal Med	2021	PGY1	Total Matches	3
Osteo Neuromusculoskeletal Med	2022	PGY1	Positions Offered	16
Osteo Neuromusculoskeletal Med	2022	PGY1	MD Senior Applicants	0
Osteo Neuromusculoskeletal Med	2022	PGY1	Total Applicants	23
Osteo Neuromusculoskeletal Med	2022	PGY1	MD Senior Matches	0
Osteo Neuromusculoskeletal Med	2022	PGY1	Total Matches	13
Osteo Neuromusculoskeletal Med	2019	PGY2	Positions Offered	4
Osteo Neuromusculoskeletal Med	2019	PGY2	MD Senior Applicants	0
Osteo Neuromusculoskeletal Med	2019	PGY2	Total Applicants	3
Osteo Neuromusculoskeletal Med	2019	PGY2	MD Senior Matches	0
Osteo Neuromusculoskeletal Med	2019	PGY2	Total Matches	3
Osteo Neuromusculoskeletal Med	2020	PGY2	Positions Offered	7
Osteo Neuromusculoskeletal Med	2020	PGY2	MD Senior Applicants	0
Osteo Neuromusculoskeletal Med	2020	PGY2	Total Applicants	9
Osteo Neuromusculoskeletal Med	2020	PGY2	MD Senior Matches	0
Osteo Neuromusculoskeletal Med	2020	PGY2	Total Matches	2
Osteo Neuromusculoskeletal Med	2021	PGY2	Positions Offered	7
Osteo Neuromusculoskeletal Med	2021	PGY2	MD Senior Applicants	0
Osteo Neuromusculoskeletal Med	2021	PGY2	Total Applicants	12
Osteo Neuromusculoskeletal Med	2021	PGY2	MD Senior Matches	0
Osteo Neuromusculoskeletal Med	2021	PGY2	Total Matches	3
Osteo Neuromusculoskeletal Med	2022	PGY2	Positions Offered	2
Osteo Neuromusculoskeletal Med	2022	PGY2	MD Senior Applicants	0
Osteo Neuromusculoskeletal Med	2022	PGY2	Total Applicants	8
Osteo Neuromusculoskeletal Med	2022	PGY2	MD Senior Matches	0
Osteo Neuromusculoskeletal Med	2022	PGY2	Total Matches	2
Otolaryngology	2012	PGY1	Positions Offered	285
Otolaryngology	2012	PGY1	MD Senior Applicants	342
Otolaryngology	2012	PGY1	Total Applicants	390
Otolaryngology	2012	PGY1	MD Senior Matches	277
Otolaryngology	2012	PGY1	Total Matches	283
Otolaryngology	2013	PGY1	Positions Offered	292
Otolaryngology	2013	PGY1	MD Senior Applicants	387
Otolaryngology	2013	PGY1	Total Applicants	442
Otolaryngology	2013	PGY1	MD Senior Matches	276
Otolaryngology	2013	PGY1	Total Matches	290
Otolaryngology	2014	PGY1	Positions Offered	295
Otolaryngology	2014	PGY1	MD Senior Applicants	376
Otolaryngology	2014	PGY1	Total Applicants	443
Otolaryngology	2014	PGY1	MD Senior Matches	279
Otolaryngology	2014	PGY1	Total Matches	295
Otolaryngology	2015	PGY1	Positions Offered	299
Otolaryngology	2015	PGY1	MD Senior Applicants	375
Otolaryngology	2015	PGY1	Total Applicants	430
Otolaryngology	2015	PGY1	MD Senior Matches	283
Otolaryngology	2015	PGY1	Total Matches	298
Otolaryngology	2016	PGY1	Positions Offered	304
Otolaryngology	2016	PGY1	MD Senior Applicants	314
Otolaryngology	2016	PGY1	Total Applicants	370
Otolaryngology	2016	PGY1	MD Senior Matches	272
Otolaryngology	2016	PGY1	Total Matches	302
Otolaryngology	2017	PGY1	Positions Offered	305
Otolaryngology	2017	PGY1	MD Senior Applicants	303
Otolaryngology	2017	PGY1	Total Applicants	331
Otolaryngology	2017	PGY1	MD Senior Matches	279
Otolaryngology	2017	PGY1	Total Matches	291
Otolaryngology	2018	PGY1	Positions Offered	315
Otolaryngology	2018	PGY1	MD Senior Applicants	299
Otolaryngology	2018	PGY1	Total Applicants	333
Otolaryngology	2018	PGY1	MD Senior Matches	284
Otolaryngology	2018	PGY1	Total Matches	303
Otolaryngology	2019	PGY1	Positions Offered	328
Otolaryngology	2019	PGY1	MD Senior Applicants	398
Otolaryngology	2019	PGY1	Total Applicants	462
Otolaryngology	2019	PGY1	MD Senior Matches	308
Otolaryngology	2019	PGY1	Total Matches	328
Otolaryngology	2020	PGY1	Positions Offered	350
Otolaryngology	2020	PGY1	MD Senior Applicants	421
Otolaryngology	2020	PGY1	Total Applicants	505
Otolaryngology	2020	PGY1	MD Senior Matches	310
Otolaryngology	2020	PGY1	Total Matches	348
Otolaryngology	2021	PGY1	Positions Offered	350
Otolaryngology	2021	PGY1	MD Senior Applicants	454
Otolaryngology	2021	PGY1	Total Applicants	559
Otolaryngology	2021	PGY1	MD Senior Matches	310
Otolaryngology	2021	PGY1	Total Matches	350
Otolaryngology	2022	PGY1	Positions Offered	361
Otolaryngology	2022	PGY1	MD Senior Applicants	463
Otolaryngology	2022	PGY1	Total Applicants	574
Otolaryngology	2022	PGY1	MD Senior Matches	316
Otolaryngology	2022	PGY1	Total Matches	361
Pathology	2012	PGY1	Positions Offered	521
Pathology	2012	PGY1	MD Senior Applicants	285
Pathology	2012	PGY1	Total Applicants	832
Pathology	2012	PGY1	MD Senior Matches	262
Pathology	2012	PGY1	Total Matches	466
Pathology	2013	PGY1	Positions Offered	583
Pathology	2013	PGY1	MD Senior Applicants	290
Pathology	2013	PGY1	Total Applicants	949
Pathology	2013	PGY1	MD Senior Matches	263
Pathology	2013	PGY1	Total Matches	562
Pathology	2014	PGY1	Positions Offered	597
Pathology	2014	PGY1	MD Senior Applicants	274
Pathology	2014	PGY1	Total Applicants	863
Pathology	2014	PGY1	MD Senior Matches	256
Pathology	2014	PGY1	Total Matches	546
Pathology	2015	PGY1	Positions Offered	605
Pathology	2015	PGY1	MD Senior Applicants	304
Pathology	2015	PGY1	Total Applicants	891
Pathology	2015	PGY1	MD Senior Matches	282
Pathology	2015	PGY1	Total Matches	568
Pathology	2016	PGY1	Positions Offered	579
Pathology	2016	PGY1	MD Senior Applicants	270
Pathology	2016	PGY1	Total Applicants	890
Pathology	2016	PGY1	MD Senior Matches	248
Pathology	2016	PGY1	Total Matches	549
Pathology	2017	PGY1	Positions Offered	601
Pathology	2017	PGY1	MD Senior Applicants	232
Pathology	2017	PGY1	Total Applicants	846
Pathology	2017	PGY1	MD Senior Matches	216
Pathology	2017	PGY1	Total Matches	545
Pathology	2018	PGY1	Positions Offered	601
Pathology	2018	PGY1	MD Senior Applicants	237
Pathology	2018	PGY1	Total Applicants	866
Pathology	2018	PGY1	MD Senior Matches	220
Pathology	2018	PGY1	Total Matches	568
Pathology	2019	PGY1	Positions Offered	601
Pathology	2019	PGY1	MD Senior Applicants	216
Pathology	2019	PGY1	Total Applicants	924
Pathology	2019	PGY1	MD Senior Matches	201
Pathology	2019	PGY1	Total Matches	569
Pathology	2020	PGY1	Positions Offered	603
Pathology	2020	PGY1	MD Senior Applicants	229
Pathology	2020	PGY1	Total Applicants	917
Pathology	2020	PGY1	MD Senior Matches	204
Pathology	2020	PGY1	Total Matches	587
Pathology	2021	PGY1	Positions Offered	611
Pathology	2021	PGY1	MD Senior Applicants	212
Pathology	2021	PGY1	Total Applicants	945
Pathology	2021	PGY1	MD Senior Matches	198
Pathology	2021	PGY1	Total Matches	589
Pathology	2022	PGY1	Positions Offered	631
Pathology	2022	PGY1	MD Senior Applicants	248
Pathology	2022	PGY1	Total Applicants	994
Pathology	2022	PGY1	MD Senior Matches	231
Pathology	2022	PGY1	Total Matches	619
Pediatrice-Emergency Med	2018	PGY1	Positions Offered	8
Pediatrice-Emergency Med	2018	PGY1	MD Senior Applicants	27
Pediatrice-Emergency Med	2018	PGY1	Total Applicants	42
Pediatrice-Emergency Med	2018	PGY1	MD Senior Matches	4
Pediatrice-Emergency Med	2018	PGY1	Total Matches	8
Pediatrics (Categorical)	2012	PGY1	Positions Offered	2475
Pediatrics (Categorical)	2012	PGY1	MD Senior Applicants	1918
Pediatrics (Categorical)	2012	PGY1	Total Applicants	3732
Pediatrics (Categorical)	2012	PGY1	MD Senior Matches	1732
Pediatrics (Categorical)	2012	PGY1	Total Matches	2443
Pediatrics (Categorical)	2013	PGY1	Positions Offered	2616
Pediatrics (Categorical)	2013	PGY1	MD Senior Applicants	2035
Pediatrics (Categorical)	2013	PGY1	Total Applicants	3984
Pediatrics (Categorical)	2013	PGY1	MD Senior Matches	1837
Pediatrics (Categorical)	2013	PGY1	Total Matches	2606
Pediatrics (Categorical)	2014	PGY1	Positions Offered	2640
Pediatrics (Categorical)	2014	PGY1	MD Senior Applicants	2065
Pediatrics (Categorical)	2014	PGY1	Total Applicants	3993
Pediatrics (Categorical)	2014	PGY1	MD Senior Matches	1818
Pediatrics (Categorical)	2014	PGY1	Total Matches	2627
